business_status,formatted_address,geometry,icon,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,permanently_closed
OPERATIONAL,"55 W 87th St, New York, NY 10024, United States","{'location': {'lat': 40.78708400000001, 'lng': -73.97091}, 'viewport': {'northeast': {'lat': 40.78833952989272, 'lng': -73.96962927010728}, 'southwest': {'lat': 40.78563987010728, 'lng': -73.97232892989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,West 87th St. Park & Garden,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105778877831895112662"">Elinne LE HENAFF</a>'], 'photo_reference': 'ATtYBwIg_K8CasTmp9xd17th76B4G8nJn0S9Uq527O3k7dmzg4N8TuIVPeJwBYNjNqwz-UFBDzoVv-ZdmpBq9lYWzRlzORZxTMcymget4XWY5McerDKKLHFmVX33vY0mX92IbBxmtQC5WOc0z2iXKmsGgvCGJp8UyRoqlPTyvX_18eEAUaEP', 'width': 3024}]",ChIJr0IZTJtYwokRADbyneXUtlk,"{'compound_code': 'Q2PH+RJ New York', 'global_code': '87G8Q2PH+RJ'}",,4.6,ChIJr0IZTJtYwokRADbyneXUtlk,"['park', 'point_of_interest', 'establishment']",5,
OPERATIONAL,"Amsterdam Ave &, W 78th St, New York, 10024, United States","{'location': {'lat': 40.7817927, 'lng': -73.9786865}, 'viewport': {'northeast': {'lat': 40.78296897989272, 'lng': -73.97722327010727}, 'southwest': {'lat': 40.78026932010728, 'lng': -73.97992292989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tecumseh Playground,{'open_now': False},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115956320891630101256"">Chia-Yi</a>'], 'photo_reference': 'ATtYBwK7J4G3Ptd8m9Wrutw8DKWeNLpAfjtLUpmS6amq96ZfQS47DQ45cVlNS-7lGpGeCZQOEaAp_MzsyPwGSgkfOcE7mJ_qo5eA4egbhKgXMAtljkJkonmRi4kwYTShl41f1fBNK_NIHWk3SFgXEwUsmO3gby28w9eM77isstKuecEAHXnq', 'width': 4048}]",ChIJq9Bh4IhYwokRSUs2Oq1vU_Y,"{'compound_code': 'Q2JC+PG New York', 'global_code': '87G8Q2JC+PG'}",,4.3,ChIJq9Bh4IhYwokRSUs2Oq1vU_Y,"['park', 'point_of_interest', 'establishment']",157,
OPERATIONAL,"Columbus Ave &, W 63rd St., New York, NY 10023, United States","{'location': {'lat': 40.7718311, 'lng': -73.9825585}, 'viewport': {'northeast': {'lat': 40.77324177989273, 'lng': -73.98121417010728}, 'southwest': {'lat': 40.77054212010728, 'lng': -73.98391382989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Dante Park,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116507382416807671621"">cocomeowmeow</a>'], 'photo_reference': 'ATtYBwIebxFtUcFnxRdz-zjOZfY0SS1Jpo7U-fe-MvfMkBV_17Gf2X_jDS7ZhPqJVvr7DiNkz8YJMi2AmcRKAs0m74RpW59Oz1UF-zOWufRxc2XfX_oPi5peEwakfJgJzBu8tT-JVMk6AOjffTfQ7NJjD-r1we_wjw_1ExMzpCih83PMZLe0', 'width': 4032}]",ChIJw_slhPVYwokRAhJIBocvn_I,"{'compound_code': 'Q2C8+PX New York', 'global_code': '87G8Q2C8+PX'}",,4.4,ChIJw_slhPVYwokRAhJIBocvn_I,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",99,
OPERATIONAL,"Amsterdam Ave &, W 97th St, New York, NY 10025, United States","{'location': {'lat': 40.7954101, 'lng': -73.96868979999999}, 'viewport': {'northeast': {'lat': 40.79687052989273, 'lng': -73.96760362010727}, 'southwest': {'lat': 40.79417087010729, 'lng': -73.97030327989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Happy Warrior Playground,{'open_now': False},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118416847631581716235"">Yair goldfinger</a>'], 'photo_reference': 'ATtYBwLLt0j1_L5L46WzXD2EtvBZKgR-T2xfWnMKiqjDsREBN7fUjbPDTsoWgQUGIz2UQMapDNsuWuFsx2uSA_1xFw7mvyGlewpPvQk3fCNTFu7R6Rs_8O5_70B4WZox_yDqQ2XXjlSlA5hcas-qf5czYHXdHu2dexLb-UiC2zrsreQse4_F', 'width': 1080}]",ChIJfc-mSSb2wokROq3zYTQJTcA,"{'compound_code': 'Q2WJ+5G New York', 'global_code': '87G8Q2WJ+5G'}",,4.4,ChIJfc-mSSb2wokROq3zYTQJTcA,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",117,
OPERATIONAL,"Columbus Ave &, W 66th St, New York, NY 10023, United States","{'location': {'lat': 40.7735163, 'lng': -73.98189909999999}, 'viewport': {'northeast': {'lat': 40.77495267989272, 'lng': -73.98048472010727}, 'southwest': {'lat': 40.77225302010727, 'lng': -73.98318437989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Richard Tucker Park,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116507382416807671621"">cocomeowmeow</a>'], 'photo_reference': 'ATtYBwK5rxmCljYqKHa-J2ZF4tuEua-vSBFrJ2M0RSagJxJfM4vOXtu9T3iIxGVaEUuKFDQmwfxczN-w18TrkQd9r1ODgbT5LDERMYLZouqoCp5QON7MTEaPQ15WCKlXXnJiGQgg2rhRmdPFd1I_r4S6H2tkAfIvYoJmlDjTJgY3sk8iZuLx', 'width': 4032}]",ChIJwxkbavVYwokRxNHJxnWpGkk,"{'compound_code': 'Q2F9+C6 New York', 'global_code': '87G8Q2F9+C6'}",,4.2,ChIJwxkbavVYwokRxNHJxnWpGkk,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",290,
OPERATIONAL,"Riverside Dr &, W 91st St, New York, NY 10025, United States","{'location': {'lat': 40.7933698, 'lng': -73.9782346}, 'viewport': {'northeast': {'lat': 40.79471962989273, 'lng': -73.97688477010728}, 'southwest': {'lat': 40.79201997010729, 'lng': -73.97958442989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Crabapple Grove Riverside Park,,"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105372491592755872229"">A Google User</a>'], 'photo_reference': 'ATtYBwI2X3BX4VV8xvlekVl9gcIP1neZ70jokv4MAci6UXWlJhTzNxWeaN16B6v-8BnPBo1-bE7bV6th83808q-qkBpJ8fp-8FQBckz1Q53ia_SLcpoizrBwckePh4PjJZ8DEvHdfoDA5mQ-_p83jUSOyMyjhYWDh-xwkwnVbQY664ZW83FL', 'width': 12000}]",ChIJqU0jxPhZwokRRs_aldNKNPA,"{'compound_code': 'Q2VC+8P New York', 'global_code': '87G8Q2VC+8P'}",,5.0,ChIJqU0jxPhZwokRRs_aldNKNPA,"['park', 'point_of_interest', 'establishment']",3,
OPERATIONAL,"New York, NY, United States","{'location': {'lat': 40.8096051, 'lng': -73.967289}, 'viewport': {'northeast': {'lat': 40.83689194999999, 'lng': -73.94688385}, 'southwest': {'lat': 40.76156735, 'lng': -74.00178325}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Riverside Park,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114183240230266232822"">Justin Weiss</a>'], 'photo_reference': 'ATtYBwLn52vGPtb9ezvhCZXuSDQvy1pZ7ABmljfmb1znkQUMfg7d7jIutu0NOXoqU0OgqlJiEr5eUmYbaejnzt580BRv4CoTnphlAxjpYxKStWnOgWYrjo1tfCVBrmL3vLwOLB5ZDP3NLSgwo7cnqJr5ii68sr9zQkAy08vSpyP1c9bm5smv', 'width': 4048}]",ChIJL1DP2C72wokRh3Lfn4T0Z3w,"{'compound_code': 'R25M+R3 New York', 'global_code': '87G8R25M+R3'}",,4.6,ChIJL1DP2C72wokRh3Lfn4T0Z3w,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",8848,
OPERATIONAL,"New York State Reference Rte 907V, New York, NY 10024, United States","{'location': {'lat': 40.7886373, 'lng': -73.9824241}, 'viewport': {'northeast': {'lat': 40.78994677989272, 'lng': -73.980385}, 'southwest': {'lat': 40.78724712010728, 'lng': -73.98310380000002}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Hudson River Waterfront Greenway,,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118066068116814812169"">user M</a>'], 'photo_reference': 'ATtYBwKwBaGo3YL095XNk7EEgop0XLOquMcl60WUCBmJhOh4tM9Ae4r9Qk674OQOfJRyTGbwuPPs__6Cmsc9vBqJOj0qssihS28XR1_IgHsBZmgiCRbp1HfPLCjFzQ2ENla5ZPNjSQLlJqTUyvyylF2L_55s_CxtkIgAT_CtgVABoQ6bfrey', 'width': 4032}]",ChIJexKEXIdYwokRT-Sq1qS_JAA,"{'compound_code': 'Q2Q9+F2 New York', 'global_code': '87G8Q2Q9+F2'}",,4.8,ChIJexKEXIdYwokRT-Sq1qS_JAA,"['park', 'point_of_interest', 'establishment']",83,
OPERATIONAL,"123 W 89th St, New York, NY 10024, United States","{'location': {'lat': 40.789259, 'lng': -73.9718323}, 'viewport': {'northeast': {'lat': 40.79046177989272, 'lng': -73.97059027010728}, 'southwest': {'lat': 40.78776212010728, 'lng': -73.97328992989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,West Side Community Garden,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107542443173392886540"">Al Cohen</a>'], 'photo_reference': 'ATtYBwJBovk6d8vditjB7RBhs6lLHrpHA5KecDuk3rJDp12CVs5V_KhVh4JxJYyngwwWgnn-71qIyWAUlgLPnqoJgktNkvuX_n_JOMnwS1oQu88FCkBMe_E4OQEbueXYYjNLhFib_9FjjV2l6mc0IUnOCFA9O_l_8wdoLbTlkxyXCdZZ7rYB', 'width': 4032}]",ChIJkUb6SINYwokR9TTScW254wY,"{'compound_code': 'Q2QH+P7 New York', 'global_code': '87G8Q2QH+P7'}",,4.7,ChIJkUb6SINYwokR9TTScW254wY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",193,
OPERATIONAL,"Riverside Dr, New York, NY 10024, United States","{'location': {'lat': 40.7870938, 'lng': -73.98216180000001}, 'viewport': {'northeast': {'lat': 40.78841647989272, 'lng': -73.98034202010727}, 'southwest': {'lat': 40.78571682010728, 'lng': -73.98304167989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,River Run Playground,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108955120473278197989"">Eric M Goldberg</a>'], 'photo_reference': 'ATtYBwKbhz-04G_DpGL6g9CbMfy99VNyhuZvhYhTP-8MHnMqYrpdp0cnP1wjq8E_lpLBToWnPKhdK0WeYJN2JfmIA5w9UdBoOzHLJpeRqbjV7wHJAiU0Alv4a4G_X90wDgKrSmN4rGL_ma9x6xZfZIYPQguq5KwLJf0iP0yO-0181joXIAs1', 'width': 4032}]",ChIJI0rJd4dYwokRLFbOS7z4Ihc,"{'compound_code': 'Q2P9+R4 New York', 'global_code': '87G8Q2P9+R4'}",,4.7,ChIJI0rJd4dYwokRLFbOS7z4Ihc,"['tourist_attraction', 'point_of_interest', 'establishment']",206,
OPERATIONAL,"New York, NY, United States","{'location': {'lat': 40.781219899999996, 'lng': -73.9665138}, 'viewport': {'northeast': {'lat': 40.82366409999999, 'lng': -73.93353939999999}, 'southwest': {'lat': 40.74402929999999, 'lng': -73.99758700000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Central Park,{'open_now': True},"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108379173514215498927"">Johannes Eckert</a>'], 'photo_reference': 'ATtYBwJD9gYvx2hOmOrPR3_CPRAIpO3kz0UaUDcUIh7B1ykmsQxRatBRpqO3XGiAIc4gwsuptE0_XAWN-PugjZADAx4BJKdaPMCWKL9C0_KzvZQU6mZpx0R_gTMgT0-saMzsWCUbuNB_svhbKO4KNqOdIlqzdimqS43LTLxlVmnfXZHTbYTI', 'width': 3648}]",ChIJ4zGFAZpYwokRGUGph3Mf37k,"{'compound_code': 'Q2JM+F9 New York', 'global_code': '87G8Q2JM+F9'}",,4.8,ChIJ4zGFAZpYwokRGUGph3Mf37k,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",217194,
OPERATIONAL,"Morningside Dr, New York, NY 10026, United States","{'location': {'lat': 40.8060712, 'lng': -73.9585391}, 'viewport': {'northeast': {'lat': 40.81508575000001, 'lng': -73.9534209}, 'southwest': {'lat': 40.79677434999999, 'lng': -73.9621245}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Morningside Park,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100505526158264417691"">Leandro Nunes</a>'], 'photo_reference': 'ATtYBwI4VrKxWhyZ2r4ZSRsnDQlDdHRq9gkJoUMgd3tDpza_OVQmz3KcRM-vlwhek6ijf4mnpb4FenoFMkQFyXD3yAL3_ASPurvWOW7ds8lPvjVWi2sWKxfgs28VtZk_v-o_oqZ8nruSqq0xW9IPhJDNrtT5_hjQ1rnrB1AnDWfXpP_QHp-8', 'width': 4160}]",ChIJPTmIHRX2wokR9QxLoOD3rRc,"{'compound_code': 'R24R+CH New York', 'global_code': '87G8R24R+CH'}",,4.5,ChIJPTmIHRX2wokR9QxLoOD3rRc,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",3462,
OPERATIONAL,"PO Box 250228, New York, NY 10025, United States","{'location': {'lat': 40.8024368, 'lng': -73.95903009999999}, 'viewport': {'northeast': {'lat': 40.80378662989272, 'lng': -73.95768027010728}, 'southwest': {'lat': 40.80108697010728, 'lng': -73.96037992989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Morningside Park,,"[{'height': 2832, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102828380309617781404"">Eugene Gorny</a>'], 'photo_reference': 'ATtYBwIP4PPSTsrycw-6vr994XVKz1QUQjAL88Zx-VxpC-E4HTHzmMzTLAXUZIfwVm4ugky1Rvqf06PQTUqZEslHbB9wEqg1INAZomhVgQEOS7R5mtOBFgJFt_a5lzlltG7QMiIlNlb60ChCS7WEVg6ZRR_Tc-iyEOtJTIvSeaHL4LuR755z', 'width': 4256}]",ChIJ6Vxh_j32wokRNX3DN2TtuPk,"{'compound_code': 'R22R+X9 New York', 'global_code': '87G8R22R+X9'}",,4.3,ChIJ6Vxh_j32wokRNX3DN2TtuPk,"['park', 'point_of_interest', 'establishment']",80,
OPERATIONAL,"3916, 500 Riverside Dr, New York, NY 10027, United States","{'location': {'lat': 40.8127856, 'lng': -73.9622491}, 'viewport': {'northeast': {'lat': 40.81418477989273, 'lng': -73.96119177010728}, 'southwest': {'lat': 40.81148512010728, 'lng': -73.96389142989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Sakura Park,{'open_now': True},"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101217005580106231295"">Susmith Sarma</a>'], 'photo_reference': 'ATtYBwL3_DjpmB4VNNym_yae-CmoMI_jw8C-dNoc06fawgCUPrXcAlNYcd2jN65Jne3VrD0LdSQjR9ZfE4M3qgp1E6gjbUj6sdTHsSYD5YwUqGOF2rnkzWuJ-WdV-jC_3Qt88jbEpsApRvDBfYqQKaMoXhmtpYCkyZOplTVBViAi5X7kxJtp', 'width': 3648}]",ChIJ6ZV3WUD2wokRd56jEa1BSjg,"{'compound_code': 'R27Q+44 New York', 'global_code': '87G8R27Q+44'}",,4.5,ChIJ6ZV3WUD2wokRd56jEa1BSjg,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",289,
OPERATIONAL,"Morningside Heights between the South Field Lawns and the Furnald Columbia universtiy, New York, NY 10027, United States","{'location': {'lat': 40.8072685, 'lng': -73.9634457}, 'viewport': {'northeast': {'lat': 40.80861832989272, 'lng': -73.96209587010728}, 'southwest': {'lat': 40.80591867010728, 'lng': -73.96479552989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Furnald Lawn,,,ChIJl0cbThX3wokRBeKWFYkARWs,"{'compound_code': 'R24P+WJ New York', 'global_code': '87G8R24P+WJ'}",,0.0,ChIJl0cbThX3wokRBeKWFYkARWs,"['park', 'point_of_interest', 'establishment']",0,
OPERATIONAL,"W 122nd St &, Riverside Dr, New York, 10027, United States","{'location': {'lat': 40.8134045, 'lng': -73.9630671}, 'viewport': {'northeast': {'lat': 40.81480122989272, 'lng': -73.96170212010728}, 'southwest': {'lat': 40.812101570107274, 'lng': -73.96440177989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,General Grant National Memorial,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100692019951768406830"">sera</a>'], 'photo_reference': 'ATtYBwLT6Jyyp5WbuYkWQSR-UPNRMSXFAYFH4VUDWX1cZ4OrYxjISRltrMmMV4dVcC-6-W5ngD7zzkZkXCsyHtqaH4tj_xP5hze2lwruii4bmxIM7sfzpzcZGP08jsBfbM-aAvBjIyZsGEk6G9pt789rG1MPZ89WXuu5EF1WGmpQz9VMnbcL', 'width': 3024}]",ChIJoxqn-kD2wokRLvhOLfAneU8,"{'compound_code': 'R27P+9Q New York', 'global_code': '87G8R27P+9Q'}",,4.5,ChIJoxqn-kD2wokRLvhOLfAneU8,"['tourist_attraction', 'museum', 'park', 'point_of_interest', 'establishment']",890,
OPERATIONAL,"6316, Mt Morris Park W, New York, NY 10027, United States","{'location': {'lat': 40.8044257, 'lng': -73.9437629}, 'viewport': {'northeast': {'lat': 40.80789234999998, 'lng': -73.93952185}, 'southwest': {'lat': 40.80103335, 'lng': -73.94783125}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Marcus Garvey Park,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107730330789332981724"">A Google User</a>'], 'photo_reference': 'ATtYBwJg1AL48KBWj3sh8HFeU1w6UV8cAR_6C-DsJnf8xDLuLASVZhsv1DGu_VESgm6DtJQly6crKLvYSB-PUCTQbfKVY1mEvrKRYosUJY8r_flrP78cd6x0GoqpwJKCS3wk8P4I2P7L3V86fGCTAZvltD59f7hLuitVqt9umd-Iqs8pbAeF', 'width': 1800}]",ChIJHa6lPAz2wokRlRyxNExaJbQ,"{'compound_code': 'R334+QF New York', 'global_code': '87G8R334+QF'}",,4.2,ChIJHa6lPAz2wokRlRyxNExaJbQ,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",3421,
OPERATIONAL,"E 120th St &, Sylvan Pl, New York, NY 10035, United States","{'location': {'lat': 40.8009964, 'lng': -73.9388395}, 'viewport': {'northeast': {'lat': 40.80229342989271, 'lng': -73.93760327010727}, 'southwest': {'lat': 40.79959377010727, 'lng': -73.94030292989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Harlem Art Park,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106908583002551097201"">Ashley Minihan</a>'], 'photo_reference': 'ATtYBwKqXYO4nhNH21gJobs0OOESp6FRU5J8kZPHQDLjMrrQQC4SWyhHOXH0H-gOVy3VptORNswyDjZXVJJohCMpC-QVCNgQYF08UDG00vq2drQH06iJzlfA5KSFfNz547I0FuwKHeq8lGMS1wtRMxKIRlUTAEn36GdVg7qBO99paEzW-Z9U', 'width': 3120}]",ChIJ61jiAAn2wokRn3iQIUMy6LY,"{'compound_code': 'R326+9F New York', 'global_code': '87G8R326+9F'}",,4.0,ChIJ61jiAAn2wokRn3iQIUMy6LY,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",80,
OPERATIONAL,"Marginal St. &, W 132nd St, New York, NY 10027, United States","{'location': {'lat': 40.8194924, 'lng': -73.9610999}, 'viewport': {'northeast': {'lat': 40.82035662989272, 'lng': -73.95988022010727}, 'southwest': {'lat': 40.81765697010728, 'lng': -73.96257987989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,West Harlem Piers,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114015510953830713297"">Ivan Zaruma Remache</a>'], 'photo_reference': 'ATtYBwJ6Qp7XkHKfbHpQrXy2c9gjMoal-MbjoFAKX6LwJuSqOGoRnDuPk69NRwwvQTzgKrZVoEhtRYgs5GFZW_tfSadM7eccyPmjcGykJ2FTkPoLG0N5fLWLhwabyP2wC-3ZZeMq3LfzHJ9Y-78g0_CjIMii4mT7tB6H7wOj1VbZtb8F7YUE', 'width': 4032}]",ChIJA8hAjUL2wokRYKCuYBN__5c,"{'compound_code': 'R29Q+QH New York', 'global_code': '87G8R29Q+QH'}",,4.6,ChIJA8hAjUL2wokRYKCuYBN__5c,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1061,
OPERATIONAL,"Harlem River Dr, New York, NY 10035, United States","{'location': {'lat': 40.8058366, 'lng': -73.9335143}, 'viewport': {'northeast': {'lat': 40.80684012989272, 'lng': -73.93203097010728}, 'southwest': {'lat': 40.80414047010728, 'lng': -73.93473062989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Harlem River Park,{},"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110649265608210597084"">Warren Lane</a>'], 'photo_reference': 'ATtYBwJAD5ElUkIKnmC4mZsCNFM52V81AiHfmPbRnA5gM71lp8_0bbjf0wJAphbgwIUKnZxoUeg48cP3Z4AtD29xcAb1-bogeIqaSW_Lz7Hkw9RO0XRsFcYfPq9MvfBfzw72SMdS2RRpIJc7azOBCpeprWLgsRMuMN4b4PN8hrgrksH8FVT7', 'width': 1536}]",ChIJfbZVbOD1wokRICFqkUxa8Z8,"{'compound_code': 'R348+8H New York', 'global_code': '87G8R348+8H'}",,4.3,ChIJfbZVbOD1wokRICFqkUxa8Z8,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",697,
OPERATIONAL,"Morningside Dr, New York, NY 10026, United States","{'location': {'lat': 40.8060712, 'lng': -73.9585391}, 'viewport': {'northeast': {'lat': 40.81508575000001, 'lng': -73.9534209}, 'southwest': {'lat': 40.79677434999999, 'lng': -73.9621245}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Morningside Park,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100505526158264417691"">Leandro Nunes</a>'], 'photo_reference': 'ATtYBwIYohiaL_L0J0ykROtr-MVLq9415t7VitXA2kuDIWVeHU7vjAgm9uKghgSNEE5PRmmm_C3I6_EGCJ0kMRicoOwosOF8Y-84YDsQSe5nZUY2XdNyvgGtavZZAL6hVddsXZRZfFWgOk4X5E6YjU71ArCe52fsq5hyDPT6klzziMOy_zsb', 'width': 4160}]",ChIJPTmIHRX2wokR9QxLoOD3rRc,"{'compound_code': 'R24R+CH New York', 'global_code': '87G8R24R+CH'}",,4.5,ChIJPTmIHRX2wokR9QxLoOD3rRc,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",3462,
OPERATIONAL,"St Nicholas Ave &, St Nicholas Terrace, New York, NY 10030, United States","{'location': {'lat': 40.8174689, 'lng': -73.94874759999999}, 'viewport': {'northeast': {'lat': 40.8263488, 'lng': -73.94376785}, 'southwest': {'lat': 40.80795800000001, 'lng': -73.95340405}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,St. Nicholas Park,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102161523695756064934"">Andrea Corti</a>'], 'photo_reference': 'ATtYBwJsuxvhCvxF7VodJbPYYb1RIF63TLy5IFVjhSAoudwRzqS49ESnSsXTo6AeKL2CRAnIPBl5Fx2SZPg5HyIreKL0uC4csJ7yO2v77QBRqp06_RA1y-n0Q9bp6okSU1RLuT4qdmjdJWZ7lOPg9nGxBx2bMZkZQblmtfKzrUWHgDzgSjWG', 'width': 3024}]",ChIJ0zHAy2_2wokROHSUG_3UnEw,"{'compound_code': 'R382+XG New York', 'global_code': '87G8R382+XG'}",,4.3,ChIJ0zHAy2_2wokROHSUG_3UnEw,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1813,
OPERATIONAL,"679 Riverside Dr, New York, NY 10031, United States","{'location': {'lat': 40.82642360000001, 'lng': -73.9559555}, 'viewport': {'northeast': {'lat': 40.82777342989272, 'lng': -73.95460567010728}, 'southwest': {'lat': 40.82507377010728, 'lng': -73.95730532989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Riverbank State Park,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106849592183308660358"">gloria cordero</a>'], 'photo_reference': 'ATtYBwIgt_4JpM7DFsVKNejCvWO8FCZx2DwZCl_7DbCOk_4BFfsZADiEqK1IYMrp61y2-hrCNux1reMqxeOfuC0tp8iQi2DvZDfIJ8HEvY7-ZSkzVmQFA_H8XM6MEvwvXImOi3ZOiRLi9UwV0QVfUfj9PGdaYdIKjSe1fAa1wVUEkGYfSc1K', 'width': 4160}]",ChIJP_a7lmH2wokRMSi6hHf1eXA,"{'compound_code': 'R2GV+HJ New York', 'global_code': '87G8R2GV+HJ'}",,4.6,ChIJP_a7lmH2wokRMSi6hHf1eXA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3164,
OPERATIONAL,"E. 131 St., New York, NY 10035, United States","{'location': {'lat': 40.85342319999999, 'lng': -73.9260927}, 'viewport': {'northeast': {'lat': 40.85477302989272, 'lng': -73.92474287010728}, 'southwest': {'lat': 40.85207337010728, 'lng': -73.92744252989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,Harlem River Park,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107950652579946021307"">Miriam Javier-Zorrilla</a>'], 'photo_reference': 'ATtYBwIrREU93cFqtenjU3k_UCdJsCZ3iWZqIk00KEwi6UTGD_hv6-8rUaC3k4QFyP4EiEp0D2iFuH-Aseiq-Ruajh_HNxiKb52DSWKta_Uv0gBeUvyEn14nwp_ZIrFwrhZGXpnisMmw_xgUrvUrFk5P1nhRgA3gVPyWRS0Uaca83bt4iPAX', 'width': 4160}]",ChIJEXtD9xr0wokRFPCGuqvqWGQ,"{'compound_code': 'V33F+9H New York', 'global_code': '87G8V33F+9H'}",,4.3,ChIJEXtD9xr0wokRFPCGuqvqWGQ,"['park', 'point_of_interest', 'establishment']",197,
